cycle #	time	18.03	28.03	32.03	40.03	44.06	45.06	TP	N2/Ar	O2/Ar	N2/O2		ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
104	6/6/21 4:09 AM	-1.19E-13	-1.19E-13	-1.19E-13	-1.14E-13	-1.19E-13	-1.23E-13	4.13E-06	1.044237536	1.046264174	0.998062977		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.6373291	12.7663269	12.74386597	45.27697754	109.0022155
105	6/6/21 4:09 AM	-1.19E-13	-1.19E-13	-1.17E-13	-1.19E-13	-1.16E-13	-1.16E-13	4.11E-06	1.006545413	0.98860277	1.018149496		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63735962	12.76519775	12.74365234	45.28387451	108.5920507
106	6/6/21 4:09 AM	-1.19E-13	-1.26E-13	-1.22E-13	-1.17E-13	-1.21E-13	-1.21E-13	4.11E-06	1.07816852	1.038737662	1.037960363		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63818359	12.76568604	12.74386597	45.28979492	106.9160247
107	6/6/21 4:09 AM	-1.29E-13	-1.14E-13	-1.28E-13	-1.23E-13	-1.24E-13	-1.21E-13	4.13E-06	0.924377879	1.035157076	0.892983201		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63769531	12.76535034	12.74380493	45.28515625	106.3923613
108	6/6/21 4:09 AM	-1.22E-13	-1.23E-13	-1.24E-13	-1.19E-13	-1.25E-13	-1.21E-13	4.11E-06	1.026755167	1.041818263	0.985541532		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63729858	12.76467896	12.74356079	45.28869629	105.4975189
109	6/6/21 4:09 AM	-1.09E-13	-1.22E-13	-1.24E-13	-1.22E-13	-1.25E-13	-1.21E-13	4.11E-06	1.000182077	1.016076259	0.984357295		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63827515	12.76486206	12.74417114	45.29135132	104.1727409
110	6/6/21 4:09 AM	-1.23E-13	-1.24E-13	-1.19E-13	-1.22E-13	-1.19E-13	-1.28E-13	4.13E-06	1.012168775	0.969358541	1.044163468		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63833618	12.76547241	12.74383545	45.29290772	103.0952397
111	6/6/21 4:09 AM	-1.24E-13	-1.23E-13	-1.25E-13	-1.20E-13	-1.24E-13	-1.25E-13	4.11E-06	1.024270661	1.04533377	0.97985035		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63839722	12.7678833	12.7442627	45.29107666	103.3719655
112	6/6/21 4:09 AM	-1.34E-13	-1.33E-13	-1.25E-13	-1.23E-13	-1.22E-13	-1.25E-13	4.13E-06	1.080061409	1.015717024	1.063348732		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63909912	12.7677002	12.7442627	45.29208374	101.6067916
113	6/6/21 4:09 AM	-1.25E-13	-1.29E-13	-1.26E-13	-1.28E-13	-1.25E-13	-1.31E-13	4.13E-06	1.00937419	0.983557954	1.026247804		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.64007568	12.76605225	12.74563599	45.29516602	100.5600869
114	6/6/21 4:09 AM	-1.18E-13	-1.30E-13	-1.20E-13	-1.25E-13	-1.26E-13	-1.21E-13	4.11E-06	1.03895855	0.962038617	1.079955141		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.64071655	12.76611328	12.74499512	45.29122925	98.71683238
115	6/6/21 4:09 AM	-1.22E-13	-1.31E-13	-1.23E-13	-1.30E-13	-1.28E-13	-1.28E-13	4.11E-06	1.010396563	0.948626583	1.065115169		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.63845825	12.76553345	12.74365234	45.28405762	97.9330386
116	6/6/21 4:09 AM	-1.35E-13	-1.22E-13	-1.26E-13	-1.29E-13	-1.21E-13	-1.23E-13	4.13E-06	0.945278852	0.979710889	0.9648549		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.6416626	12.76498413	12.7456665	45.28375244	97.81706985
117	6/6/21 4:09 AM	-1.23E-13	-1.27E-13	-1.25E-13	-1.23E-13	-1.28E-13	-1.30E-13	4.13E-06	1.039099884	1.022308061	1.016425404		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.64123535	12.76620483	12.74688721	45.28488159	97.34483563
118	6/6/21 4:09 AM	-1.23E-13	-1.36E-13	-1.28E-13	-1.27E-13	-1.27E-13	-1.30E-13	4.13E-06	1.070618079	1.008883996	1.061190467		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.64135742	12.7671814	12.74713135	45.2862854	96.82506367
119	6/6/21 4:09 AM	-1.22E-13	-1.32E-13	-1.31E-13	-1.28E-13	-1.26E-13	-1.27E-13	4.11E-06	1.030189465	1.020570531	1.009425056		4835	159	344.057	105.379	13.312	28.629	29.757	34.224	4.468	666.6	659.7	378.7	12.6411438	12.76611328	12.7460022	45.27362061	95.5260814
120	6/6/21 4:09 AM	-1.33E-13	-1.29E-13	-1.29E-13	-1.26E-13	-1.26E-13	-1.26E-13	4.13E-06	1.024648512	1.02211912	1.002474655		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64169312	12.76757813	12.74533081	45.28250122	95.20921824
121	6/6/21 4:09 AM	-1.22E-13	-1.16E-13	-1.27E-13	-1.36E-13	-1.32E-13	-1.29E-13	4.13E-06	0.8535793	0.938247616	0.909759093		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64169312	12.76748657	12.74664307	45.29107666	94.02503695
122	6/6/21 4:10 AM	-1.21E-13	-1.32E-13	-1.25E-13	-1.31E-13	-1.29E-13	-1.31E-13	4.13E-06	1.00617905	0.956394377	1.052054543		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64294434	12.76748657	12.74719238	45.27883911	96.85422858
123	6/6/21 4:10 AM	-1.39E-13	-1.28E-13	-1.33E-13	-1.33E-13	-1.29E-13	-1.31E-13	4.13E-06	0.960590445	0.999253717	0.961307853		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64248657	12.76779175	12.74819946	45.27893066	98.13485749
124	6/6/21 4:10 AM	-1.30E-13	-1.32E-13	-1.32E-13	-1.28E-13	-1.25E-13	-1.29E-13	4.13E-06	1.027069094	1.032208985	0.995020495		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64373779	12.76727295	12.74777222	45.27838135	97.94463839
125	6/6/21 4:10 AM	-1.32E-13	-1.20E-13	-1.34E-13	-1.31E-13	-1.30E-13	-1.35E-13	4.13E-06	0.918715966	1.021439336	0.899432726		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64279175	12.76748657	12.74755859	45.28344727	98.10468051
126	6/6/21 4:10 AM	-1.42E-13	-1.28E-13	-1.39E-13	-1.32E-13	-1.34E-13	-1.25E-13	4.13E-06	0.966788612	1.047161002	0.923247342		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64279175	12.76553345	12.74734497	45.2767334	97.00211622
127	6/6/21 4:10 AM	-1.40E-13	-1.31E-13	-1.25E-13	-1.31E-13	-1.35E-13	-1.35E-13	4.13E-06	0.994693343	0.954123207	1.042520856		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64328003	12.76565552	12.74780273	45.27206421	98.26007103
128	6/6/21 4:10 AM	-1.32E-13	-1.28E-13	-1.34E-13	-1.28E-13	-1.33E-13	-1.38E-13	4.11E-06	1.003414608	1.049411244	0.956169103		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64263916	12.76547241	12.74801636	45.2756958	97.22276532
129	6/6/21 4:10 AM	-1.43E-13	-1.42E-13	-1.33E-13	-1.41E-13	-1.37E-13	-1.37E-13	4.13E-06	1.013592472	0.944913693	1.072682595		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64300537	12.76470947	12.74725342	45.27853394	97.74203125
130	6/6/21 4:10 AM	-1.39E-13	-1.36E-13	-1.36E-13	-1.33E-13	-1.30E-13	-1.34E-13	4.13E-06	1.024761184	1.022634991	1.002079131		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.6427002	12.76766968	12.74795532	45.27050781	97.79230351
131	6/6/21 4:10 AM	-1.47E-13	-1.28E-13	-1.37E-13	-1.41E-13	-1.41E-13	-1.40E-13	4.13E-06	0.905226371	0.971632466	0.93165513		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64456177	12.76815796	12.74771118	45.27050781	97.41185558
132	6/6/21 4:10 AM	-1.45E-13	-1.37E-13	-1.35E-13	-1.33E-13	-1.41E-13	-1.36E-13	4.13E-06	1.029402659	1.012809698	1.016383099		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64328003	12.76779175	12.74798584	45.26657105	98.94515952
133	6/6/21 4:10 AM	-1.38E-13	-1.33E-13	-1.37E-13	-1.39E-13	-1.43E-13	-1.41E-13	4.13E-06	0.951484014	0.981936603	0.968987215		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64300537	12.76919556	12.74856567	45.27685547	98.25194534
134	6/6/21 4:10 AM	-1.36E-13	-1.38E-13	-1.38E-13	-1.42E-13	-1.38E-13	-1.45E-13	4.13E-06	0.973163427	0.977196344	0.995872971		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64440918	12.769104	12.74890137	45.26556397	97.92564275
135	6/6/21 4:10 AM	-1.38E-13	-1.37E-13	-1.40E-13	-1.37E-13	-1.37E-13	-1.36E-13	4.13E-06	1.001619501	1.019802134	0.982170431		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64395142	12.7694397	12.74850464	45.2699585	97.68921911
136	6/6/21 4:10 AM	-1.38E-13	-1.42E-13	-1.35E-13	-1.36E-13	-1.37E-13	-1.37E-13	4.13E-06	1.046009384	0.995794125	1.05042735		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64431763	12.76925659	12.74758911	45.2645874	98.49403265
137	6/6/21 4:10 AM	-1.43E-13	-1.35E-13	-1.44E-13	-1.42E-13	-1.40E-13	-1.40E-13	4.13E-06	0.950335654	1.00964823	0.941254216		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64422607	12.76928711	12.74832153	45.26568604	99.41456191
138	6/6/21 4:10 AM	-1.44E-13	-1.31E-13	-1.35E-13	-1.34E-13	-1.35E-13	-1.38E-13	4.13E-06	0.978678554	1.007918687	0.970989591		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64447022	12.7677002	12.74737549	45.26754761	99.23361681
139	6/6/21 4:10 AM	-1.39E-13	-1.34E-13	-1.39E-13	-1.41E-13	-1.38E-13	-1.41E-13	4.13E-06	0.95405913	0.987380051	0.966253196		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64456177	12.7668457	12.74801636	45.26800537	99.29617979
140	6/6/21 4:10 AM	-1.40E-13	-1.46E-13	-1.36E-13	-1.38E-13	-1.41E-13	-1.43E-13	4.13E-06	1.058536906	0.985730587	1.073860262		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.6446228	12.76766968	12.74902344	45.26443481	98.89379735
141	6/6/21 4:10 AM	-1.42E-13	-1.38E-13	-1.43E-13	-1.45E-13	-1.39E-13	-1.38E-13	4.11E-06	0.953206497	0.982309038	0.970373334		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64562988	12.7671814	12.74935913	45.26443481	98.4671546
142	6/6/21 4:10 AM	-1.50E-13	-1.44E-13	-1.46E-13	-1.42E-13	-1.40E-13	-1.47E-13	4.11E-06	1.008316668	1.027210294	0.981606857		4835	159	344.167	105.423	13.316	28.624	29.752	34.225	4.473	666.8	659.6	378.6	12.64572144	12.76651001	12.74880981	45.25949097	98.04866674
143	6/6/21 4:10 AM	-1.45E-13	-1.40E-13	-1.39E-13	-1.43E-13	-1.45E-13	-1.48E-13	4.13E-06	0.978007334	0.970034727	1.008218888		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64523315	12.76812744	12.74987793	45.25332642	100.8966152
144	6/6/21 4:10 AM	-1.50E-13	-1.36E-13	-1.43E-13	-1.44E-13	-1.44E-13	-1.46E-13	4.13E-06	0.947916209	0.992899877	0.954694659		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64505005	12.76889038	12.74917603	45.26010132	101.2727511
145	6/6/21 4:10 AM	-1.37E-13	-1.55E-13	-1.40E-13	-1.43E-13	-1.44E-13	-1.43E-13	4.11E-06	1.079451839	0.976589056	1.105328625		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64584351	12.76831055	12.74993897	45.26287842	102.9593317
146	6/6/21 4:10 AM	-1.49E-13	-1.47E-13	-1.47E-13	-1.45E-13	-1.42E-13	-1.47E-13	4.13E-06	1.019471477	1.01690821	1.002520647		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64666748	12.7673645	12.75012207	45.25079346	101.6017688
147	6/6/21 4:10 AM	-1.51E-13	-1.41E-13	-1.44E-13	-1.43E-13	-1.44E-13	-1.50E-13	4.13E-06	0.982264108	1.007537052	0.974916115		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64550781	12.7684021	12.75006104	45.25161743	102.3987088
148	6/6/21 4:10 AM	-1.41E-13	-1.49E-13	-1.48E-13	-1.48E-13	-1.48E-13	-1.48E-13	4.11E-06	1.005125358	1.001760244	1.0033592		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64682007	12.76815796	12.75045776	45.25674439	102.289743
149	6/6/21 4:10 AM	-1.51E-13	-1.41E-13	-1.55E-13	-1.56E-13	-1.40E-13	-1.52E-13	4.11E-06	0.901577558	0.995319879	0.905816891		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64578247	12.76876831	12.75024414	45.25674439	102.3577724
150	6/6/21 4:10 AM	-1.40E-13	-1.43E-13	-1.48E-13	-1.41E-13	-1.50E-13	-1.47E-13	4.13E-06	1.011946831	1.04737056	0.966178418		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64636231	12.76885986	12.75054932	45.25079346	103.5288788
151	6/6/21 4:10 AM	-1.46E-13	-1.42E-13	-1.47E-13	-1.54E-13	-1.54E-13	-1.47E-13	4.15E-06	0.917649817	0.9541938	0.961701719		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64691162	12.76889038	12.75094605	45.25445557	103.1047859
152	6/6/21 4:10 AM	-1.47E-13	-1.57E-13	-1.49E-13	-1.50E-13	-1.46E-13	-1.47E-13	4.13E-06	1.048159128	0.995410567	1.052991763		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64651489	12.76843262	12.75134277	45.25247192	102.7595218
153	6/6/21 4:10 AM	-1.52E-13	-1.47E-13	-1.51E-13	-1.50E-13	-1.52E-13	-1.53E-13	4.13E-06	0.982466487	1.009987716	0.972750927		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.6473999	12.76858521	12.75094605	45.25006104	102.6397848
154	6/6/21 4:10 AM	-1.53E-13	-1.40E-13	-1.46E-13	-1.49E-13	-1.51E-13	-1.50E-13	4.13E-06	0.944568782	0.982255405	0.961632562		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.6461792	12.76724243	12.7507019	45.24499512	103.5411673
155	6/6/21 4:10 AM	-1.53E-13	-1.53E-13	-1.49E-13	-1.48E-13	-1.51E-13	-1.54E-13	4.13E-06	1.032443426	1.001981063	1.030402134		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64733887	12.7699585	12.75170898	45.24853516	103.482015
156	6/6/21 4:10 AM	-1.48E-13	-1.57E-13	-1.58E-13	-1.55E-13	-1.52E-13	-1.48E-13	4.13E-06	1.008608426	1.019024146	0.98977873		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64611816	12.76950073	12.75219727	45.25204468	103.6027038
157	6/6/21 4:10 AM	-1.50E-13	-1.55E-13	-1.56E-13	-1.60E-13	-1.47E-13	-1.57E-13	4.13E-06	0.972264641	0.974990751	0.997203963		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64694214	12.76885986	12.75186157	45.2460022	102.302333
158	6/6/21 4:10 AM	-1.55E-13	-1.49E-13	-1.52E-13	-1.58E-13	-1.49E-13	-1.57E-13	4.13E-06	0.943227907	0.960562473	0.981953733		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64807129	12.76870728	12.75119019	45.24642944	101.8951273
159	6/6/21 4:10 AM	-1.57E-13	-1.48E-13	-1.52E-13	-1.51E-13	-1.50E-13	-1.58E-13	4.13E-06	0.976984984	1.002471221	0.97457659		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.6479187	12.77011108	12.75210571	45.24588013	100.9074147
160	6/6/21 4:10 AM	-1.59E-13	-1.55E-13	-1.55E-13	-1.55E-13	-1.57E-13	-1.57E-13	4.15E-06	1.000425774	1.004417941	0.996025392		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.6482544	12.77078247	12.75296021	45.25262451	101.3922714
161	6/6/21 4:10 AM	-1.58E-13	-1.51E-13	-1.55E-13	-1.53E-13	-1.54E-13	-1.59E-13	4.13E-06	0.98576476	1.012083804	0.973995193		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64758301	12.77178955	12.75296021	45.25939941	100.7458084
162	6/6/21 4:10 AM	-1.61E-13	-1.56E-13	-1.54E-13	-1.57E-13	-1.54E-13	-1.55E-13	4.11E-06	0.994030276	0.980969569	1.013314081		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64718628	12.77145386	12.75222778	45.25994873	99.63560027
163	6/6/21 4:10 AM	-1.56E-13	-1.60E-13	-1.56E-13	-1.62E-13	-1.56E-13	-1.60E-13	4.13E-06	0.986063373	0.961829541	1.025195558		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.6482544	12.77258301	12.75201416	45.2706604	99.8853267
164	6/6/21 4:10 AM	-1.64E-13	-1.65E-13	-1.58E-13	-1.53E-13	-1.54E-13	-1.60E-13	4.13E-06	1.076184771	1.02875519	1.046103856		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64862061	12.77120972	12.75418091	45.2756958	99.19401986
165	6/6/21 4:10 AM	-1.55E-13	-1.50E-13	-1.55E-13	-1.46E-13	-1.58E-13	-1.59E-13	4.13E-06	1.024429404	1.060784579	0.965728033		4835	159	343.222	105.142	13.32	28.653	29.778	34.246	4.469	667	659.7	378.4	12.64819336	12.77319336	12.75317383	45.28121948	98.92716622
166	6/6/21 4:10 AM	-1.59E-13	-1.62E-13	-1.66E-13	-1.58E-13	-1.60E-13	-1.61E-13	4.13E-06	1.026071617	1.04833686	0.978761366		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.6484375	12.77310181	12.7543335	45.28344727	99.2738171
167	6/6/21 4:10 AM	-1.54E-13	-1.56E-13	-1.63E-13	-1.63E-13	-1.56E-13	-1.60E-13	4.13E-06	0.953560778	0.998065399	0.955409113		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64898682	12.77444458	12.75393677	45.28686523	98.09916282
168	6/6/21 4:10 AM	-1.69E-13	-1.49E-13	-1.54E-13	-1.63E-13	-1.66E-13	-1.62E-13	4.13E-06	0.913533709	0.946514933	0.965155095		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64944458	12.77578735	12.75350952	45.28768921	96.88714981
169	6/6/21 4:11 AM	-1.57E-13	-1.68E-13	-1.66E-13	-1.60E-13	-1.55E-13	-1.65E-13	4.11E-06	1.050776371	1.038346219	1.011971105		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64865112	12.77597046	12.75326538	45.28686523	97.2514534
170	6/6/21 4:11 AM	-1.61E-13	-1.56E-13	-1.59E-13	-1.69E-13	-1.65E-13	-1.60E-13	4.13E-06	0.923721345	0.940941226	0.981699303		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64852905	12.77508545	12.75341797	45.28656006	95.80686063
171	6/6/21 4:11 AM	-1.66E-13	-1.65E-13	-1.61E-13	-1.63E-13	-1.59E-13	-1.66E-13	4.13E-06	1.016842811	0.988826448	1.028332943		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64862061	12.77441406	12.75408936	45.28799439	95.67912666
172	6/6/21 4:11 AM	-1.69E-13	-1.66E-13	-1.66E-13	-1.67E-13	-1.69E-13	-1.65E-13	4.13E-06	0.996846866	0.994965417	1.001890969		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.6489563	12.77404785	12.75393677	45.28616333	96.26690144
173	6/6/21 4:11 AM	-1.59E-13	-1.71E-13	-1.64E-13	-1.63E-13	-1.58E-13	-1.64E-13	4.13E-06	1.047354719	1.007265791	1.039799752		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64691162	12.77392578	12.75479126	45.28656006	97.40280541
174	6/6/21 4:11 AM	-1.66E-13	-1.61E-13	-1.69E-13	-1.66E-13	-1.64E-13	-1.66E-13	4.13E-06	0.964444787	1.013713914	0.951397405		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64785767	12.77236939	12.75387573	45.28192139	98.66737755
175	6/6/21 4:11 AM	-1.61E-13	-1.64E-13	-1.67E-13	-1.61E-13	-1.59E-13	-1.68E-13	4.13E-06	1.021242009	1.03740124	0.984423355		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64880371	12.77313232	12.75439453	45.28344727	100.2207315
176	6/6/21 4:11 AM	-1.70E-13	-1.58E-13	-1.63E-13	-1.68E-13	-1.73E-13	-1.69E-13	4.13E-06	0.936986645	0.965660332	0.970306653		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64886475	12.77249146	12.75424194	45.28164673	100.1350799
177	6/6/21 4:11 AM	-1.65E-13	-1.62E-13	-1.67E-13	-1.66E-13	-1.71E-13	-1.65E-13	4.13E-06	0.978071328	1.008202458	0.970114009		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64941406	12.77249146	12.75518799	45.27926636	100.7008481
178	6/6/21 4:11 AM	-1.66E-13	-1.74E-13	-1.72E-13	-1.67E-13	-1.67E-13	-1.69E-13	4.13E-06	1.041738998	1.031007706	1.010408547		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65002441	12.77310181	12.75439453	45.27868652	100.521742
179	6/6/21 4:11 AM	-1.68E-13	-1.75E-13	-1.70E-13	-1.69E-13	-1.78E-13	-1.68E-13	4.11E-06	1.035425487	1.0042788	1.031013984		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64819336	12.77069092	12.75396729	45.27432251	100.4707412
180	6/6/21 4:11 AM	-1.66E-13	-1.73E-13	-1.69E-13	-1.68E-13	-1.62E-13	-1.69E-13	4.11E-06	1.029231726	1.00351688	1.025624727		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64981079	12.77478027	12.7548523	45.28109741	101.4068498
181	6/6/21 4:11 AM	-1.62E-13	-1.71E-13	-1.66E-13	-1.70E-13	-1.72E-13	-1.66E-13	4.13E-06	1.007841084	0.977752677	1.030773025		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.64926148	12.77471924	12.75415039	45.28152466	101.0342006
182	6/6/21 4:11 AM	-1.66E-13	-1.76E-13	-1.74E-13	-1.68E-13	-1.72E-13	-1.71E-13	4.13E-06	1.045912921	1.034296452	1.011231277		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65045166	12.77566528	12.7555542	45.27612305	102.4402294
183	6/6/21 4:11 AM	-1.78E-13	-1.70E-13	-1.64E-13	-1.66E-13	-1.72E-13	-1.72E-13	4.13E-06	1.028519238	0.987496332	1.041542338		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65063477	12.7755127	12.7550354	45.27416992	101.2824386
184	6/6/21 4:11 AM	-1.72E-13	-1.77E-13	-1.75E-13	-1.67E-13	-1.69E-13	-1.69E-13	4.13E-06	1.061127835	1.049211184	1.011357724		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65048218	12.77493286	12.75598145	45.27655029	101.5202918
185	6/6/21 4:11 AM	-1.70E-13	-1.74E-13	-1.75E-13	-1.67E-13	-1.70E-13	-1.62E-13	4.11E-06	1.040186069	1.046281611	0.99417409		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65072632	12.77420044	12.75469971	45.26672363	100.9412739
186	6/6/21 4:11 AM	-1.71E-13	-1.73E-13	-1.75E-13	-1.74E-13	-1.75E-13	-1.72E-13	4.11E-06	0.996593845	1.008186443	0.988501534		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65002441	12.77478027	12.75448608	45.26882935	101.1662072
187	6/6/21 4:11 AM	-1.68E-13	-1.69E-13	-1.73E-13	-1.68E-13	-1.67E-13	-1.68E-13	4.13E-06	1.005330072	1.03027479	0.975788286		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65112305	12.77542114	12.75531006	45.27233887	101.5839675
188	6/6/21 4:11 AM	-1.82E-13	-1.75E-13	-1.70E-13	-1.79E-13	-1.73E-13	-1.70E-13	4.13E-06	0.980115769	0.947729873	1.034172075		4835	159	343.464	105.226	13.324	28.644	29.769	34.24	4.471	666.8	659.7	378.3	12.65002441	12.77502441	12.75534058	45.27261353	101.8199171
